fileId,baseTextId
2441929,218112
2441930,219136
2441931,220160
2441932,221184
2441933,222208
2441934,223232
2441935,224256
2441936,225280
2441937,226304
2441938,227328
2441939,228352
2441940,229376
2441941,230400
2441942,231424
2441943,232448
2441944,233472
2441945,234496
2441946,235520
2441947,236544
2441948,237568
2441949,238592
2441950,239616
2441951,240640
2441952,241664
2441953,242688
2441954,243712
2441955,244736
2441956,245760
2441957,246784
2441958,247808
2441959,248832
2441960,249856
2441961,250880
2441962,251904
2441963,252928
2441964,253952
2441965,254976
2441966,256000
2441967,257024
2441968,258048
2441969,259072
2441970,260096
2441971,261120
2441972,262144
2441973,263168
2441974,264192
2441975,265216
2441976,266240
2441977,267264
2441978,268288
2441979,269312
2441980,270336
2441981,271360
2441982,272384
2441983,273408
2441984,274432
2441985,275456
2441986,276480
2441987,277504
2441988,278528
2441989,279552
2441990,280576
2441991,281600
2441992,282624
2441993,283648
2441994,284672
2441995,285696
2441996,286720
2441997,287744
2441998,288768
2441999,289792
2442000,290816
2442001,291840
2442002,292864
2442003,293888
2442004,294912
2442005,295936
2442006,296960
2442007,297984
2442008,299008
2442009,300032
2442010,301056
2442011,302080
2442012,303104
2442013,304128
2442014,305152
2442015,306176
2442016,307200
2442017,308224
2442018,309248
2442019,310272
2442020,311296
2442021,312320
2442022,313344
2442023,314368
2442024,315392
2442025,316416
2442026,317440
2442027,318464
2442028,319488
2442029,320512
2442030,321536
2442031,322560
2442032,323584
2442033,324608
2442034,325632
2442035,326656
2442036,327680
2442037,328704
2442038,329728
2442039,330752
2442040,331776
2442041,332800
2442042,333824
2442043,334848
2442044,335872
2442045,336896
2442046,337920
2442047,338944
2442048,339968
2442049,340992
2442050,342016
2442051,343040
2442052,344064
2442053,345088
2442054,346112
2442055,347136
2442056,348160
2442057,349184
2442058,350208
2442059,351232
2442060,352256
2442061,353280
2442062,354304
2442063,355328
2442064,356352
2442065,357376
2442066,358400
2442067,359424
2442068,360448
2442069,361472
2442070,362496
2442071,363520
2442072,364544
2442073,365568
2442074,366592
2442075,367616
2442076,368640
2442077,369664
2442078,370688
2442079,371712
2442080,372736
2442081,373760
2442082,374784
2442083,375808
2442084,376832
2442085,377856
2442086,378880
2442087,379904
2442088,380928
2442089,381952
2442090,382976
2442091,384000
2442092,385024
2442093,386048
2442094,387072
2442095,388096
2442096,389120
2442097,390144
2442098,391168
2442099,392192
2442100,393216
2442101,394240
2442102,395264
2442103,396288
2442104,397312
2442105,398336
2442106,399360
2442107,400384
2442108,401408
2442109,402432
2442110,403456
2442111,404480
2442112,405504
2442113,406528
2442114,407552
2442115,408576
2442116,409600
2442117,410624
2442118,411648
2442119,412672
2442120,413696
2442121,414720
2442122,415744
2442123,416768
2442124,417792
2442125,418816
2442126,419840
2442127,420864
2442128,421888
2442129,422912
2442130,423936
2442131,424960
2442132,425984
2442133,427008
2442134,428032
2442135,429056
2442136,430080
2442137,431104
2442138,432128
2442139,433152
2442140,434176
2442141,435200
2442142,436224
2442143,437248
2442144,438272
2442145,439296
2442146,440320
2442147,441344
2442148,442368
2442149,443392
2442150,444416
2442151,445440
2442152,446464
2442153,447488
2442154,448512
2442155,449536
2442156,450560
2442157,451584
2442158,452608
2442159,453632
2442160,454656
2442161,455680
2442162,456704
2442163,457728
2442164,458752
2442165,459776
2442166,460800
2442167,461824
2442168,462848
2442169,463872
2442170,464896
2442171,465920
2442172,466944
2442173,467968
2442174,468992
2442175,470016
2442176,471040
2442177,472064
2442178,473088
2442179,474112
2442180,475136
2442181,476160
2442182,477184
2442183,478208
2442184,479232
2442185,480256
2442186,481280
2442187,482304
2442188,483328
2442189,484352
2442190,485376
2442191,486400
2442192,487424
2442193,488448
2442194,489472
2442195,490496
2442196,491520
2442197,492544
2442198,493568
2442199,494592
2442200,495616
2442201,496640
2442202,497664
2442203,498688
2442204,499712
2442205,500736
2442206,501760
2442207,502784
2442208,503808
2442209,504832
2442210,505856
2442211,506880
2442212,507904
2442213,508928
2442214,509952
2442215,510976
2442216,512000
2442217,513024
2442218,514048
2442219,515072
2442220,516096
2442221,517120
2442222,518144
2442223,519168
2442224,520192
2442225,521216
2442226,522240
2442227,523264
2442228,524288
2442229,525312
2442230,526336
2442231,527360
2442232,528384
2442233,529408
2442234,530432
2442235,531456
2442236,532480
2442237,533504
2442238,534528
2442239,535552
2442240,536576
2442241,537600
2442242,538624
2442243,539648
2442244,540672
2442245,541696
2442246,542720
2442247,543744
2442248,544768
2442249,545792
2442250,546816
2442251,547840
2442252,548864
2442253,549888
2442254,550912
2442255,551936
2442256,552960
2442257,553984
2442258,555008
2442259,556032
2442260,557056
2442261,558080
2442262,559104
2442263,560128
2442264,561152
2442265,562176
2442266,563200
2442267,564224
2442268,565248
2442269,566272
2442270,567296
2442271,568320
2442272,569344
2442273,570368
2442274,571392
2442275,572416
2442276,573440
2442277,574464
2442278,575488
2442279,576512
2442280,577536
2442281,578560
2442282,579584
2442283,580608
2442284,581632
2442285,582656
2442286,583680
2442287,584704
2442288,585728
2442289,586752
2442290,587776
2442291,588800
2442292,589824
2442293,590848
2442294,591872
2442295,592896
2442296,593920
2442297,594944
2442298,595968
2442299,596992
2442300,598016
2442301,599040
2442302,600064
2442303,601088
2442304,602112
2442305,603136
2442306,604160
2442307,605184
2442308,606208
2442309,607232
2442310,608256
2442311,609280
2442312,610304
2442313,611328
2442314,612352
2442315,613376
2442316,614400
2442317,615424
2442318,616448
2442319,617472
2442320,618496
2442321,619520
2442322,620544
2442323,621568
2442324,622592
2442325,623616
2442326,624640
2442327,625664
2442328,626688
2442329,627712
2442330,628736
2442331,629760
2442332,630784
2442333,631808
2442334,632832
2442335,633856
2442336,634880
2442337,635904
2442338,636928
2442339,637952
2442340,638976
2442341,640000
2442342,641024
2442343,642048
2442344,643072
2442345,644096
2442346,645120
2442347,646144
2442348,647168
2442349,648192
2442350,649216
2442351,650240
2442352,651264
2442353,652288
2442354,653312
2442355,654336
2442356,655360
2442357,656384
2442358,657408
2442359,658432
2442360,659456
2442361,660480
2442362,661504
2442363,662528
2442364,663552
2442365,664576
2442366,665600
2442367,666624
2442368,667648
2442369,668672
2442370,669696
2442371,670720
2442372,671744
2442373,672768
2442374,673792
2442375,674816
2442376,675840
2442377,676864
2442378,677888
2442379,678912
2442380,679936
2442381,680960
2442382,681984
2442383,683008
2442384,684032
2442385,685056
2442386,686080
2442387,687104
2442388,688128
2442389,689152
2442390,690176
2442391,691200
2442392,692224
2442393,693248
2442394,694272
2442395,695296
2442396,696320
2442397,697344
2442398,698368
2442399,699392
2442400,700416
2442401,701440
2442402,702464
2442403,703488
2442404,704512
2442405,705536
2442406,706560
2442407,707584
2442408,708608
2442409,709632
2442410,710656
2442411,711680
2442412,712704
2442413,713728
2442414,714752
2442415,715776
2442416,716800
2442417,717824
2442418,718848
2442419,719872
2442420,720896
2442421,721920
2442422,722944
2442423,723968
2442424,724992
2442425,726016
2442426,727040
2442427,728064
2442428,729088
2442429,730112
2442430,731136
2442431,732160
2442432,733184
2442433,734208
2442434,735232
2442435,736256
2442436,737280
2442437,738304
2442438,739328
2442439,740352
2442440,741376
2442441,742400
2442442,743424
2442443,744448
2442444,745472
2442445,746496
2442446,747520
2442447,748544
2442448,749568
2442449,750592
2442450,751616
2442451,752640
2442452,753664
2442453,754688
2442454,755712
2442455,756736
2442456,757760
2442457,758784
2442458,759808
2442459,760832
2442460,761856
2442461,762880
2442462,763904
2442463,764928
2442464,765952
2442465,766976
2442466,768000
2442467,769024
2442468,770048
2442469,771072
2442470,772096
2442471,773120
2442472,774144
2442473,775168
2442474,776192
2442475,777216
2442476,778240
2442477,779264
2442478,780288
2442479,781312
2442480,782336
2442481,783360
2442482,784384
2442483,785408
2442484,786432
2442485,787456
2442486,788480
2442487,789504
2442488,790528
2442489,791552
2442490,792576
2442491,793600
2442492,794624
2442493,795648
2442494,796672
2442495,797696
2442496,798720
2442497,799744
2442498,800768
2442499,801792
2442500,802816
2442501,803840
2442502,804864
2442503,805888
2442504,806912
2442505,807936
2442506,808960
2442507,809984
2442508,811008
2442509,812032
2442510,813056
2442511,814080
2442512,815104
2442513,816128
2442514,817152
2442515,818176
2442516,819200
2442517,820224
2442518,821248
2442519,822272
2442520,823296
2442521,824320
2442522,825344
2442523,826368
2442524,827392
2442525,828416
2442526,829440
2442527,830464
2442528,831488
2442529,832512
2442530,833536
2442531,834560
2442532,835584
2442533,836608
2442534,837632
2442535,838656
2442536,839680
2442537,840704
2442538,841728
2442539,842752
2442540,843776
2442541,844800
2442542,845824
2442543,846848
2442544,847872
2442545,848896
2442546,849920
2442547,850944
2442548,851968
2442549,852992
2442550,854016
2442551,855040
2442552,856064
2442553,857088
2442554,858112
2442555,859136
2442556,860160
2442557,861184
2442558,862208
2442559,863232
2442560,864256
2442561,865280
2442562,866304
2442563,867328
2442564,868352
2442565,869376
2442566,870400
2442567,871424
2442568,872448
2442569,873472
2442570,874496
2442571,875520
2442572,876544
2442573,877568
2442574,878592
2442575,879616
2442576,880640
2442577,881664
2442578,882688
2442579,883712
2442580,884736
2442581,885760
2442582,886784
2442583,887808
2442584,888832
2442585,889856
2442586,890880
2442587,891904
2442588,892928
2442589,893952
2442590,894976
2442591,896000
2442592,897024
2442593,898048
2442594,899072
2442595,900096
2442596,901120
2442597,902144
2442598,903168
2442599,904192
2442600,905216
2442601,906240
2442602,907264
2442603,908288
2442604,909312
2442605,910336
2442606,911360
2442607,912384
2442608,913408
2442609,914432
2442610,915456
2442611,916480
2442612,917504
2442613,918528
2442614,919552
2442615,920576
2442616,921600
2442617,922624
2442618,923648
2442619,924672
2442620,925696
2442621,926720
2442622,927744
2442623,928768
2442624,929792
2442625,930816
2442626,931840
2442627,932864
2442628,933888
2442629,934912
2442630,935936
2442631,936960
2442632,937984
2442633,939008
2442634,940032
2442635,941056
2442636,942080
2442637,943104
2442638,944128
2442639,945152
2442640,946176
2442641,947200
2442642,948224
2442643,949248
2442644,950272
2442645,951296
2442646,952320
2442647,953344
2442648,954368
2442649,955392
2442650,956416
2442651,957440
2442652,958464
2442653,959488
2442654,960512
2442655,961536
2442656,962560
2442657,963584
2442658,964608
2442659,965632
2442660,966656
2442661,967680
2442662,968704
2442663,969728
2442664,970752
2442665,971776
2442666,972800
2442667,973824
2442668,974848
2442669,975872
2442670,976896
2442671,977920
2442672,978944
2442673,979968
2442674,980992
2442675,982016
2442676,983040
2442677,984064
2442678,985088
2442679,986112
2442680,987136
2442681,988160
2442682,989184
2442683,990208
2442684,991232
2442685,992256
2442686,993280
2442687,994304
2442688,995328
2442689,996352
2442690,997376
2442691,998400
2442692,999424
2442693,1000448
2442694,1001472
2442695,1002496
2442696,1003520
2442697,1004544
2442698,1005568
2442699,1006592
2442700,1007616
2442701,1008640
2442702,1009664
2442703,1010688
2442704,1011712
2442705,1012736
2442706,1013760
2442707,1014784
2442708,0
2442709,1024
2442710,2048
2442711,3072
2442712,4096
2442713,5120
2442714,6144
